DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Spain,2017,191.67,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Spain,2018,191.05,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Spain,2019,191.88,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Spain,2020,170.39,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2011,125.02,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2012,137.77,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2013,157.45,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2014,163.51,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2015,185.66,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2016,185.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2017,194.15,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2018,200.99,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2019,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,European Union - 28 countries (2013-2020),2020,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2011,202.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2012,210.28,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2013,234.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2014,198.51,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2015,189.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2016,193,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2017,194.83,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2018,212.53,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2019,212.15,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Finland,2020,195.23,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2011,112.7,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2012,127.75,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2013,127.93,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2014,122.92,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2015,140.38,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2016,135.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2017,128.58,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2018,135.68,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2019,126.55,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,France,2020,109.36,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2011,64.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2012,64.54,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2013,62.96,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2014,68.18,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2015,79.53,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2016,66.69,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2017,93.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2018,85.06,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2019,74.53,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Croatia,2020,70.64,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2011,150.27,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2012,155.59,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2013,166.4,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2014,162.26,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2015,184.96,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2016,168.55,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2017,189.69,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2018,198.92,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2019,211.93,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Hungary,2020,211.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2011,147.9,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2012,201.6,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2013,211.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2014,239.41,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2015,268.22,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2016,280.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2017,250.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2018,310.32,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2019,280.81,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Ireland,2020,250.77,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2011,134.68,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2012,165.47,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2013,156.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2014,194.88,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2015,138.41,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2016,140.56,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2017,120.65,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2018,187.78,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2019,192.22,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Iceland,2020,164.97,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2011,109.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2012,108.63,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2013,106.63,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2014,107.14,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2015,123.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2016,124.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2017,135.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2018,133.5,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2019,137.51,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Italy,2020,137.84,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2011,30.99,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2013,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2014,51.08,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2015,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2016,93.53,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2017,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2018,0,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2019,0,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Liechtenstein,2020,263.01,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2011,6.89,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2012,11.84,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2013,11.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2014,11.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2015,16.07,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2016,20.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2017,34.49,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2018,35.45,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2019,42.67,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Lithuania,2020,60.84,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2011,132.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2012,177.04,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2013,143.85,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2014,259.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2015,289.69,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2016,272.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2017,199.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2018,322.03,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2019,210.13,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Luxembourg,2020,215.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2011,32.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2012,33.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2013,54.9,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2014,35.28,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2015,36.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2016,90.32,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2017,110.93,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2018,147.16,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2019,122.13,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Latvia,2020,138.51,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2011,232.47,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2012,136.83,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2013,143.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2014,201.07,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2015,166.19,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2016,232.72,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2017,244.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2018,353.66,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2019,264.73,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Malta,2020,354.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2011,248.1,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2012,270.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2013,341.25,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2014,327.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2015,353.29,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2016,361.91,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2017,374.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2018,381.74,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2019,374.44,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Netherlands,2020,327.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2011,187.18,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2012,206,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2013,207.68,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2014,238.45,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2015,225.08,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2016,255.97,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2017,278.98,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2018,281.31,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2019,278,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Norway,2020,258.45,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2011,1.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2012,2.34,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2013,3.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2014,2.4,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2015,2.48,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2016,10.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2017,9.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2018,9.16,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2019,5.83,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Poland,2020,4.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2011,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2012,0.48,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2013,103.34,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2014,135.62,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2015,160.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2016,175.37,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2017,184.32,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2018,215.54,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2019,240.96,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Portugal,2020,289.18,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2011,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2013,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2014,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2015,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2016,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2017,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2018,0.14,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2019,0,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Romania,2020,0.12,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2011,47.53,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2012,53.37,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2013,61.96,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2014,55.35,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2015,74.96,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2016,66.86,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2017,73.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2018,56.55,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2019,53.52,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Serbia,2020,62.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Males,65 years or over,Dementia,Sweden,2011,247.82,
